TF,Bigram TF,No. of Stop_words,Out of Context,"Arts, Culture, Entertainment, Sports",Conspiracy,Business and Industrial,"economy, business and finance",Religion and belief,"Law, Government and Politics",Education,Technology and Computing,Science,Sixltr,conj,interrog,number,negemo,social,certain,percept,focuspast,focuspresent,time,PERSON,TIME,ORG,GPE
25,7,0.33585858585858586,654,0.0,0.0,0.0,0.0,0.0,0.4586,0.0,0.0,0.0,22.32,6.12,1.22,3.98,1.22,12.54,0.92,1.22,4.59,6.42,11.62,,,,
16,160,0.3858024691358025,2150,0.0,0.0,0.0,0.0,0.0,0.63405,0.0,0.0,0.0,24.13,7.69,1.05,4.2,0.35,15.38,1.4,2.45,5.59,6.64,7.34,,,,
13,7,0.3618421052631579,153,0.9175,0.0,0.0,0.4848,0.0,0.0,0.0,0.809325,0.4508,27.07,6.02,0.0,0.0,2.26,12.03,3.76,0.0,2.26,9.02,4.51,,,,
11,6,0.3947368421052632,107,0.8316,0.0,0.0,0.4848,0.0,0.0,0.0,0.7449,0.4508,25.0,4.55,0.0,0.76,1.52,6.82,4.55,0.76,0.76,9.09,3.79,,,,
41,10,0.3932135728542914,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,7.84,1.19,1.19,0.48,14.25,3.33,1.66,7.13,9.26,6.18,,,,
83,19,0.3481308411214953,12145,0.4508,0.0,0.0,0.0,0.0,0.4791,0.0,0.4508,0.0,28.72,3.46,1.19,0.48,1.43,10.01,0.24,3.69,5.96,3.58,3.22,,,,
12,4,0.3662551440329218,307,0.5534,0.0,0.0,0.0,0.0,0.0,0.0,0.5534,0.0,21.4,3.06,2.18,0.44,0.44,11.35,0.44,4.8,5.68,4.37,4.8,,,,
38,15,0.3689839572192513,1169,0.0,0.0,0.0,0.0,0.0,0.4749,0.0,0.0,0.0,24.31,4.31,2.15,0.92,2.46,11.08,0.31,2.15,7.38,7.08,6.46,,,,
16,122,0.3682008368200837,269,0.9463,0.0,0.0,0.7026,0.0,0.4508,0.0,0.9463,0.0,24.88,2.82,0.0,4.69,0.47,6.1,0.0,1.41,4.69,4.69,6.57,,,,
44,11,0.42625,552,0.4792,0.0,0.0,0.0,0.0,0.0,0.0,0.4792,0.0,13.88,6.49,1.06,3.17,2.41,10.86,2.26,4.52,4.52,12.22,5.58,,,,
29,4,0.3494897959183674,1243,0.0,0.0,0.0,0.0,0.0,0.4718,0.0,0.0,0.0,16.14,4.61,0.58,4.61,1.44,15.56,0.29,4.03,5.76,5.48,9.51,,,,
23,11,0.3695652173913043,268,0.4508,0.0,0.0,0.0,0.4699,0.0,0.0,0.4508,0.0,19.23,1.92,0.48,1.92,2.4,17.31,0.96,2.4,3.85,7.21,8.17,,,,
34,11,0.4046121593291405,470,0.5276,0.0,0.0,0.0,0.0,0.0,0.0,0.5276,0.0,15.95,6.9,0.71,1.9,0.95,7.14,2.14,5.0,2.38,12.14,7.14,,,,
87,14,0.4301075268817205,1161,0.4818,0.0,0.0,0.0,0.0,0.0,0.0,0.4818,0.0,16.58,6.87,0.87,2.73,2.29,16.68,0.98,1.85,6.0,9.16,6.11,,,,
25,4,0.4,529,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,17.03,5.68,1.58,2.84,0.0,12.3,2.52,1.89,4.42,9.46,7.57,,,,
70,27,0.3930412371134021,1613,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.604,0.0,21.87,5.76,0.58,3.02,2.16,11.08,1.29,2.16,3.45,9.5,5.61,,,,
29,6,0.3675213675213676,3716,0.0,0.0,0.0,0.4639,0.0,0.5361,0.0,0.0,0.0,24.84,5.28,0.93,3.11,3.42,7.76,0.0,0.93,4.35,2.48,6.52,,,,
26,11,0.35646687697160884,540,0.2758666666666667,0.0,0.0,0.0,0.213,0.1595,0.0,0.21854166666666666,0.0,16.12,5.13,1.1,1.83,0.73,16.12,0.37,1.83,2.93,11.72,8.79,,,,
69,15,0.3915737298636927,1134,0.4386,0.2916,0.0,0.0,0.4196,0.16396666666666668,0.0,0.505575,0.0,19.88,6.92,1.62,1.91,2.06,16.49,1.62,3.39,4.42,10.46,6.19,,,,
41,9,0.2978723404255319,847,0.5047,0.0,0.0,0.9185,0.0,0.0,0.0,0.5047,0.0,26.07,5.01,2.01,2.26,2.01,14.79,0.0,4.01,2.76,5.76,6.02,,,,
98,474,0.4689165186500888,1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0,11.91,8.07,1.21,1.11,2.62,14.93,3.03,3.94,3.83,9.18,4.54,,,,
46,12,0.4135702746365105,750,0.4508,0.0,0.0,0.0,0.0,0.5553,0.0,0.4508,0.0,16.57,8.86,0.77,1.73,1.16,21.19,2.12,3.08,5.97,8.86,4.62,,,,
36,6,0.33183856502242154,943,0.0,0.0,0.0,0.0,0.4508,0.5064,0.0,0.0,0.0,27.44,4.33,2.17,2.17,1.81,14.26,2.71,2.35,3.25,6.5,4.87,,,,
30,5,0.42940038684719534,280,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,16.43,5.4,1.41,2.58,2.82,19.95,0.47,4.23,6.57,11.27,6.34,,,,
204,58,0.3253541768441622,3220,0.4667,0.0,0.0,0.0,0.0,0.4799,0.0,0.4667,0.0,24.25,4.24,1.09,2.12,0.86,9.81,0.69,4.64,3.96,6.02,5.22,,,,
9,5,0.3815789473684211,136,0.7951,0.0,0.0,0.4848,0.0,0.0,0.0,0.717525,0.4508,23.48,4.55,0.76,0.0,1.52,9.09,5.3,0.0,0.76,8.33,1.52,,,,
17,4,0.4024390243902439,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,18.75,6.62,2.94,0.37,4.04,16.91,1.47,2.57,4.04,12.13,6.62,,,,
30,4,0.4529411764705882,528,0.0,0.0,0.0,0.0,0.0,0.8937,0.0,0.0,0.0,21.1,5.91,2.53,0.84,1.9,12.66,1.48,2.11,4.01,14.77,4.85,,,,
30,4,0.4465811965811966,615,0.0,0.0,0.0,0.0,0.1732,0.0,0.0,0.2753,0.0,16.04,8.02,0.71,2.12,0.94,16.75,1.89,1.89,3.54,12.74,5.42,,,,
91,145,0.2813721233174121,4339,0.4729,0.0,0.0,0.0,0.0,0.4782,0.0,0.4729,0.0,29.07,2.33,0.61,5.31,0.71,7.99,0.66,6.72,3.08,4.65,6.42,,,,
31,30,0.3137254901960784,165,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,27.66,6.38,0.0,12.77,2.13,4.26,2.13,6.38,0.0,0.0,8.51,,,,
16,165,0.3302469135802469,407,0.4883333333333333,0.0,0.0,0.0,0.0,0.4508,0.0,0.4883333333333333,0.0,17.45,5.82,1.82,4.0,0.0,14.55,0.73,2.18,1.82,7.27,4.0,,,,
29,30,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
40,5,0.4152249134948097,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3247,0.0,16.01,7.07,1.04,2.91,1.04,17.05,2.29,1.87,5.2,10.6,7.48,,,,
14,6,0.3708609271523179,163,0.8248,0.0,0.0,0.4848,0.0,0.0,0.0,0.7398,0.4508,25.19,6.87,0.0,0.76,1.53,11.45,4.58,0.76,0.76,6.87,3.05,,,,
50,19,0.3754789272030651,1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.43,3.77,1.88,0.78,1.1,12.09,0.63,2.98,5.34,5.97,7.06,,,,
26,234,0.4121338912133891,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.13,4.23,1.41,1.41,1.17,14.32,0.94,4.23,5.63,6.1,7.04,,,,
472,95,0.451892635925671,6518,0.0,0.0,0.0,0.2931,0.1573,0.168,0.2597,0.4109,0.0,14.64,7.8,1.92,1.76,1.56,15.79,1.31,2.48,5.19,10.69,4.47,,,,
34,3,0.40725806451612906,483,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,19.59,5.67,0.52,1.29,4.12,18.3,1.29,4.64,8.51,6.19,5.67,,,,
20,19,0.48,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,9.52,0.0,2.38,0.0,9.52,0.0,2.38,0.0,11.9,0.0,,,,
62,14,0.3965267727930536,894,0.4836,0.0,0.0,0.0,0.0,0.0,0.0,0.4836,0.0,21.82,5.62,0.66,2.15,0.33,11.74,0.83,2.64,5.45,5.79,6.61,,,,
9,2,0.2413793103448276,245,0.586875,0.0,0.0,0.0,0.0,0.0,0.0,0.586875,0.0,23.23,1.01,0.0,9.09,1.01,2.02,0.0,4.04,0.0,7.07,6.06,,,,
67,72,0.3517241379310345,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33,7.5,0.83,3.33,0.83,15.83,0.0,5.0,2.5,12.5,12.5,,,,
86,92,0.4595959595959596,263,0.56825,0.0,0.0,0.0,0.0,0.0,0.0,0.56825,0.0,18.92,5.95,0.54,2.16,0.54,10.27,1.08,0.54,4.32,5.95,11.35,,,,
31,6,0.3824289405684754,707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3237,0.0,14.74,5.2,0.58,2.89,1.16,17.34,1.16,2.02,5.2,8.67,7.51,,,,
31,5,0.40519877675840976,667,0.4562,0.0,0.0,0.0,0.0,0.0,0.0,0.4562,0.0,21.98,4.76,0.55,1.83,0.37,13.55,1.28,2.56,2.75,10.81,7.33,,,,
31,8,0.4427645788336933,1459,0.0,0.0,0.0,0.6267,0.0,0.48415,0.0,0.0,0.0,21.39,6.25,1.2,0.24,3.12,9.62,3.12,2.16,5.53,8.41,4.81,,,,
6,81,0.3208955223880597,274,0.4508,0.0,0.0,0.6753,0.0,0.48675,0.0,0.4508,0.0,25.0,4.84,3.23,3.23,0.0,13.71,0.81,3.23,4.84,4.03,4.03,,,,
5,67,0.3623188405797101,116,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,23.08,7.69,0.85,0.85,1.71,11.11,2.56,1.71,5.98,5.98,5.98,,,,
24,229,0.43089430894308944,1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13,7.52,1.14,0.91,3.64,14.58,1.59,2.05,2.96,11.39,4.78,,,,
42,7,0.31703703703703706,1096,0.0,0.0,0.0,0.5161,0.0,0.0,0.0,0.0,0.0,24.91,3.86,1.05,3.51,0.35,7.54,1.05,2.28,3.33,6.67,5.79,,,,
35,6,0.38715953307393,560,0.5406,0.0,0.0,0.0,0.0,0.0,0.0,0.5406,0.0,20.15,6.55,1.7,3.16,0.73,20.39,0.49,1.94,4.85,9.71,9.47,,,,
28,30,0.24183006535947715,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.0,0.0,0.0,0.0,8.49,2.58,2.58,0.0,5.17,0.0,,,,
48,9,0.3983870967741936,2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.06,7.16,2.02,1.28,1.83,13.58,1.83,6.24,1.1,12.48,2.75,,,,
13,4,0.3478260869565217,1114,0.0,0.0,0.0,0.0,0.0,0.4895277777777777,0.53825,0.0,0.0,34.39,4.23,1.06,0.53,1.06,7.41,0.0,0.53,4.23,4.23,2.12,,,,
35,22,0.3358395989974937,1600,0.5793,0.0,0.0,0.0,0.0,0.4508,0.0,0.5793,0.0,19.24,5.25,1.46,3.5,1.17,13.99,0.29,10.79,5.83,4.66,4.08,,,,
8,1,0.40145985401459855,193,0.5071,0.0,0.0,0.0,0.0,0.0,0.0,0.5071,0.0,16.53,4.13,1.65,1.65,0.83,17.36,0.83,0.0,5.79,9.09,11.57,,,,
47,31,0.4106382978723404,656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.93,5.37,0.26,1.53,2.05,14.83,0.51,3.84,1.28,10.23,7.42,,,,
21,5,0.3694029850746269,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58,4.12,1.65,8.64,0.41,12.35,0.41,1.23,4.94,3.29,9.47,,,,
18,17,0.4651162790697674,15,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,0.0,0.0,23.68,10.53,0.0,2.63,0.0,5.26,2.63,0.0,2.63,10.53,7.89,,,,
62,38,0.28077753779697623,2617,0.4516666666666666,0.0,0.0,0.0,0.0,0.4544,0.0,0.4516666666666666,0.0,24.57,6.88,0.0,4.91,0.25,10.32,1.23,2.21,6.14,4.91,8.11,,,,
36,6,0.4051565377532229,1365,0.0,0.0,0.0,0.6321,0.0,0.0,0.0,0.0,0.0,19.0,3.4,1.2,1.8,1.4,12.8,1.6,2.4,1.6,8.6,5.0,,,,
42,11,0.4157458563535912,640,0.4901,0.0,0.0,0.0,0.0,0.0,0.0,0.4901,0.0,15.88,6.98,1.75,4.36,0.87,14.83,1.57,2.97,4.71,11.34,7.16,,,,
48,434,0.4184731385485391,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48,5.13,2.45,1.98,0.58,15.62,1.05,4.66,3.38,11.77,5.83,,,,
42,25,0.3085714285714285,3368,0.0,0.0,0.0,0.0,0.0,0.4765,0.0,0.0,0.0,25.0,2.22,0.56,3.06,1.11,8.33,0.28,1.67,5.0,5.28,5.28,,,,
67,12,0.3768292682926829,2413,0.0,0.0,0.0,0.0,0.0,0.2835,0.0,0.4355,0.0,19.41,5.45,0.98,1.54,1.4,10.2,2.23,2.51,3.21,8.1,7.12,,,,
12,6,0.3584905660377358,137,0.7879999999999999,0.0,0.0,0.6295,0.0,0.0,0.0,0.7879999999999999,0.4508,26.72,5.34,0.0,0.76,3.05,9.16,4.58,2.29,0.76,9.16,0.76,,,,
42,4,0.4083769633507853,793,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,15.57,6.58,0.88,2.41,1.54,15.57,1.1,2.19,7.02,10.31,6.14,,,,
29,7,0.3694444444444445,515,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.451,0.0,16.88,4.78,0.64,2.23,0.0,13.69,0.32,3.18,3.82,8.92,6.37,,,,
117,31,0.35911230665770005,2445,0.4508,0.0,0.0,0.4508,0.0,0.0,0.0,0.4508,0.0,19.5,5.31,1.06,2.12,1.37,15.1,1.29,2.43,5.61,7.89,6.98,,,,
24,3,0.4051383399209486,782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.63,5.15,1.23,3.92,3.68,14.95,0.98,2.7,4.66,8.33,4.17,,,,
50,8,0.2730093071354705,670,0.5824,0.0,0.0,0.0,0.0,0.49065,0.0,0.5824,0.0,23.0,4.38,0.63,2.03,2.97,9.23,1.1,4.69,4.38,8.45,4.38,,,,
17,159,0.4241573033707865,442,0.5409,0.0,0.0,0.0,0.0,0.0,0.0,0.5409,0.0,14.19,4.52,0.65,3.23,0.97,14.84,1.29,1.61,3.55,6.45,9.03,,,,
35,15,0.35431654676258995,683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3396,0.0,22.73,4.75,0.62,2.27,2.89,11.36,1.45,5.79,8.47,6.61,7.23,,,,
62,9,0.4258474576271186,859,0.4738,0.0,0.0,0.0,0.0,0.0,0.0,0.4738,0.0,14.83,5.12,1.57,1.31,0.66,12.6,0.79,3.54,5.91,8.66,4.46,,,,
481,103,0.39480097481722176,12721,0.5869500000000001,0.0,0.0,0.0,0.4508,0.0,0.0,0.5869500000000001,0.0,22.1,6.76,1.5,1.8,1.88,12.04,0.72,1.56,3.06,4.36,3.21,,,,
39,6,0.37276478679504815,1148,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,21.13,5.66,1.5,1.16,3.0,14.14,0.83,3.99,5.32,10.48,4.99,,,,
31,6,0.42696629213483145,827,0.4555,0.0,0.0,0.0,0.0,0.0,0.0,0.4555,0.0,10.48,6.15,1.14,0.91,0.91,13.9,1.14,4.33,8.66,7.74,10.48,,,,
24,5,0.3448275862068966,382,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,15.91,4.55,0.97,3.25,0.97,16.88,0.97,3.9,5.52,11.69,9.09,,,,
28,6,0.3790697674418605,1093,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,25.88,5.66,0.81,2.16,0.54,14.82,1.62,0.81,4.31,8.09,6.2,,,,
25,3,0.4,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3685,0.0,16.41,7.74,0.62,0.93,1.24,15.79,0.0,2.79,7.12,7.43,9.6,,,,
38,8,0.39327731092436974,1027,0.1819,0.0,0.0,0.0,0.0,0.0,0.0,0.3027,0.0,14.23,7.62,1.8,0.4,2.4,15.23,2.61,2.81,1.8,16.43,7.01,,,,
9,5,0.3831168831168831,169,0.8220000000000001,0.0,0.0,0.0,0.0,0.4757,0.0,0.8220000000000001,0.4508,25.19,6.11,0.76,0.76,1.53,12.98,4.58,0.76,3.82,5.34,3.82,,,,
468,600,0.3658717541070482,34291,0.0,0.0,0.0,0.4609,0.0,0.45845,0.0,0.0,0.0,22.35,5.61,1.26,3.55,1.34,12.71,1.06,2.76,7.47,3.55,5.66,,,,
93,27,0.3792207792207792,4906,0.0,0.0,0.0,0.0,0.0,0.53925,0.0,0.0,0.0,28.92,3.04,1.27,1.08,1.57,8.82,0.88,2.06,6.08,4.51,5.39,,,,
55,11,0.4282115869017632,1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13,6.94,1.62,1.33,2.95,15.07,1.77,2.51,5.02,9.6,6.06,,,,
34,6,0.3510204081632653,1129,0.7702,0.0,0.0,0.0,0.0,0.0,0.0,0.7702,0.0,20.35,6.03,1.51,3.27,1.76,17.34,1.01,7.04,6.53,5.53,6.28,,,,
300,60,0.4199145084234348,4562,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,20.44,6.9,1.58,2.16,1.01,15.61,1.55,2.53,7.71,5.69,7.04,,,,
36,15,0.3068181818181818,574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91,3.86,0.68,1.36,2.05,8.64,0.68,2.73,2.73,8.18,5.45,,,,
5,4,0.375,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,,,,
40,10,0.3431952662721893,438,0.67655,0.0,0.0,0.0,0.0,0.0,0.0,0.67655,0.0,23.15,7.64,0.93,5.79,0.23,9.26,0.0,3.24,5.56,4.17,4.4,,,,
32,10,0.4081632653061225,922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2963,0.0,21.04,5.98,0.19,1.16,1.54,14.29,1.35,4.44,3.86,6.95,11.2,,,,
41,25,0.3716577540106952,598,0.5346,0.0,0.0,0.0,0.0,0.0,0.0,0.5346,0.0,22.26,4.45,0.59,4.45,1.19,20.47,1.78,3.26,6.53,7.12,14.24,,,,
6,66,0.451219512195122,195,0.8658,0.0,0.0,0.0,0.0,0.0,0.0,0.8658,0.0,17.61,6.34,0.7,2.11,2.82,10.56,2.82,6.34,10.56,4.23,4.23,,,,
123,69,0.23282188125416944,1109,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,24.62,3.19,1.42,7.17,3.45,7.44,2.21,2.04,1.95,6.82,5.85,,,,
134,138,0.3808933002481389,20811,0.4512666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4512666666666666,0.0,24.12,4.56,0.78,3.26,1.3,10.17,0.26,4.69,3.52,3.91,5.74,,,,
118,20,0.4533255542590432,5349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94,5.5,2.43,1.41,2.82,14.78,1.41,3.07,4.61,9.85,6.21,,,,
