,TF,Bigram TF,No. of Stop_words,Out of Context,"Arts, Culture, Entertainment, Sports",Conspiracy,Business and Industrial,"economy, business and finance",Religion and belief,"Law, Government and Politics",Education,Technology and Computing,Science,Sixltr,conj,interrog,number,negemo,social,certain,percept,focuspast,focuspresent,time,ORG,PERSON,GPE
32,2.0,0,0.3157894736842105,136.0,0.21036,0.22554000000000002,0.0,0.0,0.107,0.11491595238095237,0.0,0.17800708333333334,0.1065,26.79,1.79,0.0,7.14,1.79,8.93,0.0,1.79,1.79,3.57,3.57,1.0,1.0,0.0
33,2.0,0,0.3157894736842105,136.0,0.21036,0.22554000000000002,0.0,0.0,0.107,0.11491595238095237,0.0,0.17800708333333334,0.1065,26.79,1.79,0.0,7.14,1.79,8.93,0.0,1.79,1.79,3.57,3.57,1.0,1.0,0.0
34,1.0,0,0.3818181818181817,126.0,0.453,0.0,0.0,0.0,0.0,0.4883333333333333,0.0,0.4519,0.0,20.41,8.16,0.0,0.0,6.12,12.24,2.04,4.08,2.04,8.16,2.04,2.0,2.0,0.0
35,1.0,0,0.3818181818181817,126.0,0.453,0.0,0.0,0.0,0.0,0.4883333333333333,0.0,0.4519,0.0,20.41,8.16,0.0,0.0,6.12,12.24,2.04,4.08,2.04,8.16,2.04,2.0,2.0,0.0
36,1.0,0,0.3818181818181817,126.0,0.453,0.0,0.0,0.0,0.0,0.4883333333333333,0.0,0.4519,0.0,20.41,8.16,0.0,0.0,6.12,12.24,2.04,4.08,2.04,8.16,2.04,2.0,2.0,0.0
37,1.0,0,0.3818181818181817,126.0,0.453,0.0,0.0,0.0,0.0,0.4883333333333333,0.0,0.4519,0.0,20.41,8.16,0.0,0.0,6.12,12.24,2.04,4.08,2.04,8.16,2.04,2.0,2.0,0.0
38,1.0,0,0.3818181818181817,126.0,0.453,0.0,0.0,0.0,0.0,0.4883333333333333,0.0,0.4519,0.0,20.41,8.16,0.0,0.0,6.12,12.24,2.04,4.08,2.04,8.16,2.04,2.0,2.0,0.0
39,1.0,0,0.3818181818181817,126.0,0.453,0.0,0.0,0.0,0.0,0.4883333333333333,0.0,0.4519,0.0,20.41,8.16,0.0,0.0,6.12,12.24,2.04,4.08,2.04,8.16,2.04,2.0,2.0,0.0
40,1.0,0,0.3818181818181817,126.0,0.453,0.0,0.0,0.0,0.0,0.4883333333333333,0.0,0.4519,0.0,20.41,8.16,0.0,0.0,6.12,12.24,2.04,4.08,2.04,8.16,2.04,2.0,2.0,0.0
41,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
42,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
43,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
44,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
45,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
46,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
47,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
48,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
49,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
50,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
51,1.0,0,0.40384615384615385,111.0,0.5258,0.0,0.0,0.0,0.5428999999999999,0.5071,0.0,0.5258,0.0,15.56,2.22,4.44,2.22,0.0,6.67,2.22,4.44,8.89,4.44,0.0,3.0,0.0,0.0
52,0.0,0,0.35714285714285715,6.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,16.67,16.67,0.0,0.0,0.0,8.33,16.67,0.0,8.33,0.0,8.33,0.0,1.0,0.0
53,0.0,0,0.35714285714285715,6.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,16.67,16.67,0.0,0.0,0.0,8.33,16.67,0.0,8.33,0.0,8.33,0.0,1.0,0.0
54,0.0,0,0.35714285714285715,6.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,16.67,16.67,0.0,0.0,0.0,8.33,16.67,0.0,8.33,0.0,8.33,0.0,1.0,0.0
55,0.0,0,0.35714285714285715,6.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,16.67,16.67,0.0,0.0,0.0,8.33,16.67,0.0,8.33,0.0,8.33,0.0,1.0,0.0
56,0.0,0,0.4642857142857143,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0
57,0.0,0,0.4642857142857143,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0
58,0.0,0,0.4642857142857143,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0
59,0.0,0,0.4642857142857143,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0
60,0.0,0,0.4642857142857143,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0
61,0.0,0,0.4642857142857143,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0
62,0.0,0,0.4642857142857143,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0
63,0.0,0,0.3157894736842105,22.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,11.76,5.88,0.0,11.76,5.88,5.88,0.0,0.0,5.88,0.0,11.76,1.0,1.0,0.0
64,0.0,0,0.3157894736842105,22.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,11.76,5.88,0.0,11.76,5.88,5.88,0.0,0.0,5.88,0.0,11.76,1.0,1.0,0.0
65,0.0,0,0.3157894736842105,22.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,11.76,5.88,0.0,11.76,5.88,5.88,0.0,0.0,5.88,0.0,11.76,1.0,1.0,0.0
66,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
67,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
68,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
69,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
70,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
71,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
72,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
73,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
74,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
75,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
76,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
77,5.0,1,0.4881889763779528,321.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.4508,16.82,4.67,0.93,0.0,0.0,15.89,1.87,0.93,6.54,10.28,5.61,1.0,1.0,0.0
78,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
79,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
80,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
81,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
82,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
83,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
84,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
85,2.0,0,0.3692307692307693,121.0,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.544775,0.0,21.82,3.64,0.0,0.0,0.0,18.18,0.0,3.64,9.09,1.82,3.64,2.0,1.0,0.0
86,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
87,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
88,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
89,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
90,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
91,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
92,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
93,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
94,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
95,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
96,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
97,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
98,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
99,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
100,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
101,2.0,0,0.4578313253012048,221.0,0.0,0.0,0.0,0.0,0.6692,0.4402,0.0,0.0,0.0,21.92,8.22,1.37,0.0,0.0,9.59,1.37,1.37,6.85,4.11,6.85,3.0,1.0,0.0
102,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
103,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
104,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
105,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
106,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
107,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
108,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
109,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
110,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
111,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
112,2.0,0,0.4680851063829787,54.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.5071,0.4508,23.26,4.65,0.0,0.0,0.0,4.65,0.0,2.33,6.98,4.65,0.0,2.0,0.0,0.0
113,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
114,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
115,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
